Volatility 3 Framework 2.27.0

Offset	Name
0x3ecc3cc0	\Windows\AppPatch\AppPatch64\sysmain.sdb
0x3ecc43c0	\Windows\System32\Tasks\Microsoft\Windows\Multimedia\SystemSoundsService
0x3ecc4510	\Windows\System32\LogFiles\Scm\eb02381f-d652-4b1c-894a-712498c62c51
0x3ecc48b0	\Windows\System32\rasplap.dll
0x3ecc4ac0	\Windows\System32\rasapi32.dll
0x3ecc4cd0	\Windows\System32\Tasks\Microsoft\Windows\MUI\LPRemove
0x3ecc5280	\Windows\System32\LogFiles\Scm\2470470f-2634-478e-b181-571e98a789bb
0x3ecc53d0	\$Directory
0x3ecc5f20	\Program Files\Windows NT\TableTextService\TableTextService.dll
0x3ecc6070	\Windows\System32\rasman.dll
0x3ecc6550	\Windows\System32\wdi\{67144949-5132-4859-8036-a737b43825d8}\{cb222552-306c-4d89-809d-800172ff01c6}\snapshot.etl
0x3ecc6e60	\$Directory
0x3ecc7070	\Windows\System32\LogFiles\Scm\28e0a6a1-e47c-48fc-8b59-4c485deedc00
0x3ecc78e0	\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)
0x3ecc8070	\Windows\System32\LogFiles\Scm\28011108-68df-4c73-b91b-57427d501bba
0x3ecc81c0	\Windows\System32\LogFiles\Scm\2ea343c4-dabe-4b36-832c-42f6afad0e99
0x3ecc83d0	\Windows\System32\LogFiles\Scm\2b379006-d367-4c86-90e1-e354020d13e0
0x3ecc8a60	\Windows\System32\Tasks\Microsoft\Windows\SideShow\SessionAgent
0x3ecc9370	\Windows\System32\Tasks\Microsoft\Windows\SideShow\GadgetManager
0x3ecc94c0	\Windows\System32\LogFiles\Scm\1f04f6cc-baee-4847-bada-cd50be82318d
0x3ecc9a70	\Windows\System32
0x3ecc9c80	\Windows\System32\Tasks\Microsoft\Windows\SideShow\SystemDataProviders
0x3eccaac0	\Windows\System32\LogFiles\Scm\401a0749-97bb-4d6e-ace3-3e6518cd7381
0x3eccac10	\Windows\System32\rtutils.dll
0x3eccb070	\Windows\System32\Tasks\Microsoft\Windows\Shell\WindowsParentalControlsMigration
0x3eccc070	\Windows\System32\LogFiles\Scm\486d715e-6aa2-44cf-bc48-b6990cbb53c6
0x3ecce800	\Windows\System32\Tasks\Microsoft\Windows\TextServicesFramework\MsCtfMonitor
0x3eccec10	\Windows\System32\LogFiles\Scm\1f7b7221-ae8f-44f3-ba82-f7d260f51964
0x3ecced60	\Windows\System32\LogFiles\Scm\4c8b01a2-11ff-4c41-848f-508ef4f00cf7
0x3eccf920	\Windows\System32\LogFiles\Scm\5b42dd9c-5a26-4f27-bb95-34603f0997e5
0x3ecd0b60	\Windows\System32\Tasks\Microsoft\Windows\SideShow\AutoWake
0x3ecd1600	\Windows\System32\Tasks\Microsoft\Windows\Shell\WindowsParentalControls
0x3ecd2070	\Windows\System32\Tasks\Microsoft\Windows\Media Center\OCURDiscovery
0x3ecd29f0	\$Directory
0x3ecd2c00	\Windows\System32\LogFiles\Scm\6084aab4-5728-4125-aef6-8bfb3465de05
0x3ecd3530	\$Directory
0x3ecd4620	\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)
0x3ecd7410	\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Logon Synchronization
0x3ecd7570	\Windows\System32\Tasks\Microsoft\Windows\Windows Error Reporting\QueueReporting
0x3ecd7d40	\Windows\System32\LogFiles\Scm\613612ba-897d-44ce-8dc1-8fc283f9fd51
0x3ecda870	\Windows\Fonts\StaticCache.dat
0x3ecdb570	\Windows\System32\sstpsvc.dll
0x3ecdc070	\Windows\System32
0x3ecdd350	\Windows\System32\userinit.exe
0x3ecdd6c0	\Windows\System32\HotStartUserAgent.dll
0x3ecde760	\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.log
0x3ece0070	\Windows\System32\EhStorAPI.dll
0x3ece0aa0	\Windows\System32\wbem\wmiprov.dll
0x3ece23d0	\Windows\System32
0x3ece3f20	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0x3ece46c0	\Windows\System32\en-US\KernelBase.dll.mui
0x3ece5740	\Endpoint
0x3ece6240	\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask
0x3ece8070	\Windows\System32\LogFiles\Scm\7afcc0ca-7121-422a-ab45-b0e8d599ff08
0x3ece81d0	\Windows\System32\LogFiles\Scm\77d665ab-5b57-4b1b-b486-88b6a0a34d3b
0x3ece8b30	\Windows\System32\BFE.DLL
0x3ecea420	\Windows\System32\Tasks\Microsoft\Windows\WindowsColorSystem\Calibration Loader
0x3eceab60	\Windows\System32\LogFiles\Scm\a35bb7a6-5f0c-4c9f-8450-2b3bed532d51
0x3eceb370	\$Directory
0x3eceb840	\Windows\System32\Tasks\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver
0x3ecec430	\Windows\System32\LogFiles\Scm\af3cd684-19df-472c-9aa2-5ac7ae04c45e
0x3ececa50	\Windows\System32\Tasks\Microsoft\Windows\UPnP\UPnPHostConfig
0x3ececd00	\SystemRoot\System32\Config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR
0x3eced3b0	\Windows\System32\LogFiles\Scm\d0250f3f-6480-484f-b719-42f659ac64d5
0x3ecee710	\Windows\System32\Tasks\Microsoft\Windows\WindowsBackup\ConfigNotification
0x3ecef070	\Windows\System32\LogFiles\Scm\ed64189b-77cc-45a0-a1a1-b6dd1305c032
0x3ecefea0	\Windows\System32\Tasks\Microsoft\Windows\MobilePC\HotStart
0x3ecf1a70	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4Operational.evtx
0x3ecf1bc0	\Windows\System32\LogFiles\Scm\eaca24ff-236c-401d-a1e7-b3d5267b8a50
0x3ecf2530	\Windows\System32\fundisc.dll
0x3ecf2680	\Windows\System32\UXInit.dll
0x3ecf2890	\Windows\System32\input.dll
0x3ecf34b0	\Windows\System32\Tasks\Microsoft\Windows\Task Manager\Interactive
0x3ecf4840	\Windows\System32\Tasks\Microsoft\Windows\Media Center\DispatchRecoveryTasks
0x3ecf55c0	\$Directory
0x3ecf6070	\$Directory
0x3ecf6f20	\Windows\System32\LogFiles\Scm\00eace69-901f-4301-87b8-c1c6b3258da9
0x3ecf74c0	\$Directory
0x3ecf7870	\Windows\System32\GroupPolicy\gpt.ini
0x3ecf79c0	\Windows\System32\Tasks\Microsoft\Windows\Time Synchronization\SynchronizeTime
0x3ecf9670	\$Directory
0x3ecfac50	\Program Files\Common Files\Microsoft Shared\ink\tiptsf.dll
0x3ecfae60	\Windows\System32\LogFiles\Scm\044a6734-e90e-4f8f-b357-b2dc8ab3b5ec
0x3ecfb740	\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict1
0x3ecfba50	\Windows\System32\drivers\bowser.sys
0x3ecfc9d0	\Windows\Resources\Themes\Aero\aero.msstyles
0x3ed00320	\Windows\System32\Tasks\Microsoft\Windows\Media Center\OCURActivate
0x3ed005d0	\Windows\System32\LogFiles\Scm\09f06bfe-a3c8-40e3-846a-6e6f4000c238
0x3ed007e0	\wkssvc
0x3ed01110	\Windows\System32\LogFiles\Scm\088482fa-65b8-4e17-9abf-1dcd48e8d373
0x3ed01480	\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict2
0x3ed03600	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PeriodicScanRetry
0x3ed04380	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PBDADiscoveryW1
0x3ed04950	\Windows\System32\LogFiles\Scm\17fbab63-06d7-47a9-b0a5-83be1d093fb0
0x3ed059e0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\ActivateWindowsSearch
0x3ed05f20	\Windows\IME\SPTIP.DLL
0x3ed06dd0	\Windows\System32\LogFiles\Scm\35cd0739-d3e5-4849-8589-706a05ded5ea
0x3ed06f20	\Windows\System32\en-US\KernelBase.dll.mui
0x3ed07360	\Windows\System32\LogFiles\Scm\47536d45-eeec-4bdc-8183-a4dc1f8da9e4
0x3ed074c0	\Windows\System32\provsvc.dll
0x3ed07b10	\Windows\System32\drivers\mpsdrv.sys
0x3ed08070	\Windows\System32\LogFiles\Scm\3e1b5fbc-79fc-4723-8797-43f2450f6d47
0x3ed08810	\$Directory
0x3ed08a60	\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip
0x3ed096b0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PBDADiscovery
0x3ed09b10	\Windows\System32\LogFiles\Scm\5b51a1a2-6fd8-42b1-9b24-6272a1e3f2d4
0x3ed0aa20	\Windows\System32\LogFiles\Scm\54a45058-c1c4-4e68-99a0-6c75c196b911
0x3ed0b070	\Windows\System32\wuapi.dll
0x3ed0b5a0	\$Directory
0x3ed0ccd0	\Windows\System32\wuaueng.dll
0x3ed0ce20	\Windows\System32\wuauclt.exe
0x3ed0d3b0	\Windows\System32\Microsoft\Protect\S-1-5-19\7be653dc-37dc-4875-8a7a-6f8ef53b7761
0x3ed0d500	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac\comctl32.dll
0x3ed10070	\$Directory
0x3ed105d0	\$Directory
0x3ed10810	\Windows\System32\wercplsupport.dll
0x3ed10a20	\Windows\System32\en-US\conhost.exe.mui
0x3ed12590	\ProgramData\Microsoft\IlsCache\imcrcache.xml
0x3ed12f20	\Users\Alissa Simpson\Documents\desktop.ini
0x3ed133d0	\Windows\System32\drivers\mrxsmb.sys
0x3ed13680	\Windows\System32\Tasks\Microsoft\Windows\Media Center\RegisterSearch
0x3ed13e50	\Windows\System32\LogFiles\Scm\5a40e926-9e86-4b89-9cfd-b12311724371
0x3ed15370	\Windows\System32\Tasks\Microsoft\Windows\Defrag\ScheduledDefrag
0x3ed182e0	\Windows\System32\LogFiles\Scm\5c0aeeea-c154-45be-8499-bea5f11baff6
0x3ed185f0	\Windows\System32\drivers\secdrv.sys
0x3ed18740	\Windows\System32\Tasks\Microsoft\Windows\Media Center\SqlLiteRecoveryTask
0x3ed1b720	\Windows\System32\LogFiles\Scm\64ea2615-7ba9-4560-b79f-278f6ec6ddd5
0x3ed1bec0	\Windows\System32\sfc_os.dll
0x3ed1ccc0	\Windows\System32\drivers\mrxsmb10.sys
0x3ed1dd50	\Windows\System32\Tasks\Microsoft\Windows Defender\MP Scheduled Scan
0x3ed1f9b0	\Windows\System32\Tasks\Microsoft\Windows\Windows Media Sharing\UpdateLibrary
0x3ed1fe20	\Windows\System32\Tasks\Microsoft\Windows\User Profile Service\HiveUploadTask
0x3ed20450	\Windows\System32\LogFiles\Scm\753c47ae-ec5e-44b3-95a9-2c8e553f0e39
0x3ed20660	\Windows\System32\PeerDistSh.dll
0x3ed207b0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\ehDRMInit
0x3ed20bb0	\Windows\System32\drivers\mrxsmb20.sys
0x3ed20f20	\Windows\System32\LogFiles\Scm\6738ba6e-ea75-4b6b-b8b8-71f0336dd8ef
0x3ed22630	\Windows\System32\Tasks\Microsoft\Windows\Media Center\mcupdate
0x3ed22a20	\Windows\System32\LogFiles\Scm\785518ac-f693-4def-9f7d-1931b7c87de8
0x3ed23bc0	\Windows\System32\LogFiles\Scm\7d8648b9-ebba-45db-b7bd-aa824cb7cfc9
0x3ed23d10	\Windows\System32\en-US\FirewallAPI.dll.mui
0x3ed23f20	\Windows\System32\ncsi.dll
0x3ed24b90	\Windows\Performance\WinSAT\DataStore\2019-12-04 20.09.12.036 Formal.Assessment (Recent).WinSAT.xml
0x3ed27070	\Windows\System32\FDResPub.dll
0x3ed27200	\$Directory
0x3ed275d0	\Windows\System32\nlasvc.dll
0x3ed27f20	\Windows\System32\dps.dll
0x3ed283e0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PvrRecoveryTask
0x3ed29bc0	\Windows\System32\LogFiles\Scm\7a1554a2-b6a3-4c91-8cc6-49315422d0ed
0x3ed30050	\Windows\System32\hal.dll
0x3ed30400	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{6E0C836D-06B7-452F-AB51-4C179C997A12}
0x3ed31070	\Windows\System32\Tasks\Microsoft\Windows\NetTrace\GatherNetworkInfo
0x3ed31a30	\Windows\System32\cmd.exe
0x3ed32d30	\$Directory
0x3ed33600	\Windows\System32\en-US\conhost.exe.mui
0x3ed34490	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Command Prompt.lnk
0x3ed35660	\Windows\System32\imageres.dll
0x3ed35c00	\Windows\System32\wkssvc.dll
0x3ed3b4b0	\Windows\System32\wbem\wmiutils.dll
0x3ed3dd00	\Endpoint
0x3ed3e1b0	\Windows\System32\drivers\msisadrv.sys
0x3ed3ea60	\Users\SmartNet\Downloads\desktop.ini
0x3ed3f6c0	\Users\Public\Recorded TV\desktop.ini
0x3ed3fbc0	\Windows\System32
0x3ed45a70	\Windows\System32\spoolss.dll
0x3ed46710	\Windows\System32\wfapigp.dll
0x3ed46b30	\wkssvc
0x3ed49070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ed4b070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ed4b6f0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ed4d990	\Program Files\Windows Media Player\Network Sharing\MediaReceiverRegistrar.xml
0x3ed50190	\Windows\System32\drivers\monitor.sys
0x3ed50670	\Windows\System32\drivers\portcls.sys
0x3ed51b90	\Windows\System32\drivers\en-US\ndis.sys.mui
0x3ed52820	\Windows\System32\wbem\Repository\MAPPING1.MAP
0x3ed52c80	\Windows\System32\wdi\LogFiles\ShutdownCKCL.etl
0x3ed55070	\Windows\inf\WmiApRpl\WmiApRpl.h
0x3ed561e0	\Windows\System32\drivers\PEAuth.sys
0x3ed57c90	\Windows\System32\LogFiles\Scm\c016366b-7126-46ca-b36b-592a3d95a60b
0x3ed57f20	\Windows\System32\drivers\netio.sys
0x3ed592e0	\MsFteWds
0x3ed59430	\$Directory
0x3ed5a2d0	\$Directory
0x3ed5ad00	\Windows\System32\drivers\ksecdd.sys
0x3ed5b800	\Windows\System32\mscms.dll
0x3ed5bab0	\Windows\System32\cryptsvc.dll
0x3ed60720	\Windows\System32\pcasvc.dll
0x3ed62330	\ProgramData\Microsoft\Windows\Caches\cversions.2.db
0x3ed63720	\$PrepareToShrinkFileSize
0x3ed644e0	\$Directory
0x3ed648b0	\$Directory
0x3ed65680	\Windows\System32\snmptrap.exe
0x3ed65830	\Windows\System32\aepic.dll
0x3ed65c50	\Windows\System32\WSDApi.dll
0x3ed65e60	\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db
0x3ed6e3f0	\Windows\System32\winhttp.dll
0x3ed6f070	\Windows\System32\webio.dll
0x3ed6f910	\Windows\System32\sfc.dll
0x3ed73400	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{5ADD1785-D0B3-49E2-983F-E581A60CD72B}
0x3ed75d50	\$Directory
0x3ed76550	\Windows\System32\kdcom.dll
0x3ed767e0	\Windows\System32\LogFiles\Scm\81540b9f-b5bf-47eb-9c95-be195bf2c664
0x3ed78950	\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x000000000000000c.db
0x3ed7d070	\Endpoint
0x3ed7d6d0	\Windows\System32\RacRules.xml
0x3ed7e1b0	\Windows\inf\netrass.PNF
0x3ed7f4f0	\Windows\System32\en-US\KernelBase.dll.mui
0x3ed81070	\Endpoint
0x3ed81d10	\Windows\System32\defragsvc.dll
0x3ed86310	\$Directory
0x3ed87e20	\Windows\System32\udhisapi.dll
0x3ed884e0	\Users\SmartNet\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015
0x3ed88630	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ed888c0	\Windows\System32\fdPHost.dll
0x3ed88be0	\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\UPnP Device Host\upnphost\udhisapi.dll
0x3ed899f0	\Windows\System32\en-US\upnphost.dll.mui
0x3ed8a370	\Users\Public\Pictures\Sample Pictures\desktop.ini
0x3ed8af20	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ed8b700	\Windows\System32\msxml3.dll
0x3ed8b9d0	\Windows\System32\en-US\FirewallAPI.dll.mui
0x3ed8bd80	\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.chk
0x3ed8c490	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x3ed8c5e0	\Program Files\Windows Media Player\Network Sharing\ConnectionManager.xml
0x3ed8d820	\Program Files\Windows Media Player\Network Sharing\ContentDirectory.xml
0x3ed8f1e0	\Windows\System32\TCPSVCS.EXE
0x3ed8f480	\Windows\System32\mcupdate_GenuineIntel.dll
0x3ed90cb0	\Windows\System32\PSHED.DLL
0x3ed90e00	\Windows\System32
0x3ed91320	\Windows\System32\LogFiles\Scm\83bd8c2e-dff6-4cf9-a025-71973fae3303
0x3ed91690	\Windows\System32\Tasks\Microsoft\Windows\Media Center\ReindexSearchRoot
0x3ed925e0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\MediaCenterRecoveryTask
0x3ed93ac0	\Windows\System32\wmpmde.dll
0x3ed94a20	\Windows\System32\drivers\srvnet.sys
0x3ed95ec0	\Windows\System32\simptcp.dll
0x3ed97070	\Windows\System32\LogFiles\Scm\855b12c4-6f3a-4d7b-99bc-bf234e155d85
0x3ed97910	\Windows\System32\NapiNSP.dll
0x3ed98580	\Windows\System32\ntshrui.dll
0x3ed98700	\Windows\System32\ci.dll
0x3ed98f20	\$Directory
0x3ed9c550	\$Directory
0x3eda4d60	\Windows\System32\clfs.sys
0x3eda5570	\Windows\System32\fdProxy.dll
0x3eda6330	\ProgramData\Microsoft\RAC\StateData\RacMetaData.dat
0x3eda8070	\Windows\System32\wbem\Repository\INDEX.BTR
0x3eda9610	\Windows\System32\PlaySndSrv.dll
0x3eda9ad0	\$Directory
0x3edaaaa0	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx
0x3edab380	\Windows\System32\drivers\etc\quotes
0x3edabd40	\Windows\System32\simptcp.dll
0x3edac880	\Windows\System32\drivers\Wdf01000.sys
0x3edae650	\Windows\System32\LogFiles\Scm\8fd5d73f-8d0c-4055-afbe-b84a06d4a692
0x3edaef20	\Endpoint
0x3edaf410	\Windows\System32\wbem\WMIsvc.dll
0x3edb0e60	\Windows\System32\Tasks\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector
0x3edb1c10	\Windows\System32\Tasks\Microsoft\Windows\WDI\ResolutionHost
0x3edb2590	\Windows\System32\LogFiles\Scm\9435f817-fed2-454e-88cd-7f78fda62c48
0x3edb43e0	\Windows\System32\drivers\tcpipreg.sys
0x3edb5ab0	\Windows\System32\msftedit.dll
0x3edb5d60	\Windows\System32\Tasks\Microsoft\Windows\Offline Files\Background Synchronization
0x3edb6a50	\Windows\System32\pnrpnsp.dll
0x3edb8e20	\Windows\System32\trkwks.dll
0x3edba7a0	\Windows\System32\drivers\srv2.sys
0x3edbe6a0	\Windows\System32\drivers\WdfLdr.sys
0x3edbf4d0	\Windows\System32\LogFiles\Scm\9538ec83-f501-46ee-99af-66a2b22f5806
0x3edbf9a0	\Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat{8400a281-1709-11ea-82a6-080027c6589a}.TM
0x3edbfd10	\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask-Roam
0x3edc0520	\Windows\System32\drivers\acpi.sys
0x3edc0dc0	\Windows\System32\Tasks\Microsoft\Windows\AppID\PolicyConverter
0x3edc1390	\Windows\System32\wbemcomn.dll
0x3edc2520	\Windows\System32\LogFiles\Scm\9979cb83-103a-4105-9e5d-c74b0af6d198
0x3edc2cb0	\Windows\System32\httpapi.dll
0x3edc3070	\Windows\System32\aeevts.dll
0x3edc3c70	\trkwks
0x3edc3dc0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\ConfigureInternetTimeService
0x3edc65c0	\Windows\System32\drivers\wmilib.sys
0x3edc7f20	\trkwks
0x3edc8f20	\Windows\System32\winrnr.dll
0x3edc93d0	\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3\comctl32.dll.mui
0x3edc99d0	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Troubleshooter.evtx
0x3edc9c80	\trkwks
0x3edc9dd0	\Endpoint
0x3edc9f20	\System Volume Information\tracking.log
0x3edca510	\Windows\System32\LogFiles\Scm\a48cabbf-24c8-4b87-b00f-9261807c3b43
0x3edcaf20	\Windows\System32\LogFiles\Scm\9dcfb8ae-f29d-4354-b4df-93c631651568
0x3edcb1c0	\Windows\System32\drivers\srv.sys
0x3edcf540	\keysvc
0x3edcf690	\keysvc
0x3edcfc20	\Windows\System32\St4G3$1.bat
0x3edcfd70	\Windows\System32\localspl.dll
0x3edd0ea0	\keysvc
0x3edd2070	\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.1.regtrans-ms
0x3edd2ec0	\Windows\System32\vssapi.dll
0x3edd53c0	\Windows\System32\drivers\etc\services
0x3edd5670	\Windows\System32\LogFiles\Scm\a69d6ca4-9279-4d54-af02-6df8d1e1ca92
0x3edd5890	\$Directory
0x3edd5b30	\Windows\System32\drivers\pci.sys
0x3edd6d00	\Windows\System32\Tasks\Microsoft\Windows\Location\Notifications
0x3edd7780	\Windows\System32\drivers\mountmgr.sys
0x3edd7ce0	\Windows\System32\dssenh.dll
0x3edd9ca0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\UpdateRecordPath
0x3eddb070	\Users\Public\Libraries\desktop.ini
0x3eddbc10	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~amd64~~6.1.7601.17514.cat
0x3eddc070	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.000
0x3edddf20	\Windows\inf\WmiApRpl\0009\WmiApRpl.ini
0x3ede04e0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.002
0x3ede0a50	\$Directory
0x3ede3910	\System Volume Information\tracking.log
0x3ede4420	\$Directory
0x3ede4550	\Windows\System32\drivers\partmgr.sys
0x3ede4b20	\Windows\System32\vsstrace.dll
0x3ede4c70	\$Extend\$ObjId
0x3ede5b70	\Windows\System32\drivers\vdrvroot.sys
0x3ede6f20	\Endpoint
0x3ede74a0	\Endpoint
0x3ede7b70	\Endpoint
0x3ede8190	\Endpoint
0x3ede85f0	\Endpoint
0x3ede8c80	\Endpoint
0x3ede97c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx
0x3ede99d0	\Windows\System32\wdscore.dll
0x3eded590	\Endpoint
0x3edee800	\Windows\System32\dwmcore.dll
0x3edeee60	\Windows\explorer.exe
0x3edf07c0	\Windows\System32\drivers\ataport.sys
0x3edf0c80	\Windows\System32\wbem\Performance\WmiApRpl.hew.h
0x3edf0de0	\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.blf
0x3edf1800	\Windows\System32\hgcpl.dll
0x3edf19d0	\Program Files\Windows Defender\MpRTP.dll
0x3edf4da0	\Windows\System32\Tasks\Microsoft\Windows\Application Experience\ProgramDataUpdater
0x3edf5180	\Windows\System32\drivers\pciidex.sys
0x3edf5cd0	\Windows\System32\iphlpsvc.dll
0x3edf6480	\Windows\System32\es.dll
0x3edf72d0	\Windows\System32\drivers\amdxata.sys
0x3edf7580	\Windows\System32\LogFiles\Scm\a7c73732-9f11-4281-8d19-764d4ec9d94d
0x3edf8c10	\Windows\System32\Tasks\Microsoft\Windows\Application Experience\AitAgent
0x3edf8f20	\Windows\System32\drivers\msrpc.sys
0x3edf9300	\Windows\System32\drivers\fs_rec.sys
0x3edfc070	\Endpoint
0x3edfc320	\Endpoint
0x3edfc9e0	\Endpoint
0x3edfd730	\$Directory
0x3edfd8c0	\Windows\System32\drivers\atapi.sys
0x3edfe810	\Windows\System32\en-US\KernelBase.dll.mui
0x3edff070	\Windows\System32\wbem\fastprox.dll
0x3edff870	\Windows\System32\LogFiles\Scm\a6af9377-77ce-47ab-ad7d-ec32cad0c82d
0x3edfff20	\Windows\System32\drivers\battc.sys
0x3ee38b40	\Windows\System32
0x3ee39f20	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx
0x3ee3a910	\Windows\System32\wmdrmdev.dll
0x3ee3bd10	\$Directory
0x3ee3c520	\$Directory
0x3ee3d070	\$Directory
0x3ee3d510	\Windows\System32\wscsvc.dll
0x3ee3d6c0	\lsass
0x3ee3d8b0	\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2
0x3ee3fd10	\Windows\System32\en-US\batmeter.dll.mui
0x3ee43150	\Windows\System32
0x3ee44f20	\Windows\System32
0x3ee45f20	\Windows\System32\VBoxDisp.dll
0x3ee46970	\Windows\System32\netapi32.dll
0x3ee47850	\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat
0x3ee47f20	\Windows\System32\vga.dll
0x3ee49070	\Windows\System32\netutils.dll
0x3ee49920	\Windows\System32
0x3ee49b30	\ProgramData\Microsoft\RAC\StateData\RacWmiDataBookmarks.dat
0x3ee49dd0	\Windows\System32\LogFiles\Scm\1a09e7ed-6c3b-4455-a0e8-21bd50afcf5f
0x3ee4ac90	\Windows\System32\logoncli.dll
0x3ee4b070	\Windows\System32\drmv2clt.dll
0x3ee4bd10	\Users\SmartNet\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x3ee4be60	\Windows\System32\wmdrmdev.dll
0x3ee4d4c0	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Media-Format-Package~31bf3856ad364e35~amd64~~6.1.7601.17514.cat
0x3ee4f070	\ProgramData\Microsoft\Windows\DRM\drmstore.hds
0x3ee4f590	\Endpoint
0x3ee4fa00	\Windows\System32\blackbox.dll
0x3ee507e0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows Media Player NSS\3.0\Icon Files
0x3ee51070	\Windows\System32\blackbox.dll
0x3ee512b0	\ProgramData\Microsoft\Windows\DRM\blackbox.bin
0x3ee51490	\ProgramData\Microsoft\Windows\DRM\v3ks.sec
0x3ee516e0	\Windows\System32\drmv2clt.dll
0x3ee52980	\ProgramData\Microsoft\Windows\DRM\v3ks.bla
0x3ee53640	\Windows\System32\wkscli.dll
0x3ee53f20	\Windows\System32\srvcli.dll
0x3ee54890	\Windows\System32\samcli.dll
0x3ee55730	\Windows\System32\IPHLPAPI.DLL
0x3ee55a50	\Windows\System32\userenv.dll
